group,coverage,average_promised,average_actual,average_lateness,average_earliness,expected_cost,sample_count,policy,quantile
918717417d88a9f9ae9735567e6c7682,1.0,13.683476066339457,8.191929012345678,0.0,5.491547053993777,5.491547053993777,3.0,q90,0.9
9198786624eaeb375793215cad26cfa6,0.8,23.972546791191863,15.48332175925926,0.6457915615593415,9.135016593491944,12.363974401288651,5.0,q90,0.9
91f0eec23d4a61d7d7caeefa3f0ad1ca,0.5,23.393498845364007,33.31418981481482,15.767693847074986,5.84700287762418,84.68547211299911,6.0,q90,0.9
91f5779a8731baca4809fdeade81803f,1.0,24.694319967745756,17.020263310185186,0.0,7.6740566575605715,7.6740566575605715,4.0,q90,0.9
921323538c9f1c4e816f2720eac02bea,1.0,17.67515971004565,6.313779761904762,0.0,11.36137994814089,11.36137994814089,7.0,q90,0.9
929f342384a6607afe143d789ade1316,1.0,19.828373106272174,4.47896412037037,0.0,15.349408985901807,15.349408985901807,2.0,q90,0.9
92d14edfb62ee5ae7fdff70b0f4e7233,1.0,19.225879613832497,10.562378472222221,0.0,8.663501141610276,8.663501141610276,4.0,q90,0.9
92eb0f42c21942b6552362b9b114707d,0.7906976744186046,18.614504031640372,14.369598855153605,1.4359034350867388,5.6808086115735055,12.860325787007199,129.0,q90,0.9
93b9a99027bd8bd6af682aff18dd19bf,1.0,20.260008536810574,9.31890914351852,0.0,10.941099393292056,10.941099393292056,8.0,q90,0.9
93dc87703c046b603023e75222018b45,0.8181818181818182,22.074872620055377,23.315811237373737,6.98930701206074,5.748368394742384,40.69490345504608,22.0,q90,0.9
94144541854e298c2d976cb893b81343,0.14285714285714285,19.406438145366167,26.475097552910054,7.363153431692295,0.2944940241484065,37.110261182609875,7.0,q90,0.9
94165aea8a35c3c21499cbcae239b16c,1.0,19.64370178776746,6.158113425925926,0.0,13.485588361841533,13.485588361841533,1.0,q90,0.9
94231344608e603693b0a8891143f65d,1.0,22.284296639390238,14.010729166666668,0.0,8.27356747272357,8.27356747272357,2.0,q90,0.9
9449f25aeaf531019b76999ea49a6949,1.0,21.46980329323948,8.418310185185184,0.0,13.051493108054295,13.051493108054295,1.0,q90,0.9
94b9108d4b637ba65bb4f1e53cfcf8d8,0.75,17.5832862383299,23.128573495370368,11.479642088436762,5.934354831396294,63.3325652735801,4.0,q90,0.9
94ca168e8bcb407ab85c5da308863027,1.0,29.27731468952556,28.895972222222223,0.0,0.38134246730333743,0.38134246730333743,1.0,q90,0.9
94d76e96eedd976258cd3278ce56d5f2,1.0,23.7761437137336,7.032673611111111,0.0,16.74347010262249,16.74347010262249,1.0,q90,0.9
951e8cef368f09bb3f3d03c00ca4702c,0.896551724137931,17.091099385005045,10.817337962962961,0.602888899189235,6.876650321231316,9.891094817177494,29.0,q90,0.9
9539213aa8e023c01937bef95dc006da,0.625,15.253639512199527,13.026174768518517,0.7077395963260076,2.9352043400070147,6.473902321637053,8.0,q90,0.9
955fee9216a65b617aa5c0531780ce60,0.8717139852786541,19.122480036523456,11.340253400416712,0.9637058738329937,8.745932509939736,13.564461879104705,951.0,q90,0.9
9596c870880d900012f2e8e6e30d06d7,0.8571428571428571,22.128945700023422,12.607970403439152,0.5906557778444738,10.111631074428749,13.06490996365112,14.0,q90,0.9
9599519be538b98748162a2b48248960,1.0,23.439595316766123,22.617453703703703,0.0,0.8221416130624206,0.8221416130624206,1.0,q90,0.9
95b293867b5862941c9cd74f756a3c68,0.5,15.198791269845284,20.36156394675926,8.921505521924932,3.7587328450109565,48.366260454635615,8.0,q90,0.9
95e03ca3d4146e4011985981aeb959b9,0.9230769230769231,17.903778040240784,10.287217548076923,0.5766365421211813,8.193197034285044,11.076379744890952,52.0,q90,0.9
95ec4458365c4d11f452ccf538377619,1.0,15.623394004994463,6.058918209876543,0.0,9.564475795117922,9.564475795117922,15.0,q90,0.9
95f83f51203c626648c875dd41874c7f,0.96875,26.11500412231502,11.853551793981481,0.29510896831958056,14.556561296653118,16.03210613825102,32.0,q90,0.9
960945e1a9535cbc0cd6ddd35fbe7ae8,1.0,19.01384970308881,8.228394097222223,0.0,10.785455605866582,10.785455605866582,12.0,q90,0.9
9616352088dcf83a7c06637f4ebf1c80,1.0,20.670094205593593,11.327418981481483,0.0,9.342675224112114,9.342675224112114,5.0,q90,0.9
9646c3513289980f17226a2fc4720dbd,0.875,17.50676376251712,10.095104166666667,1.5228086173869246,8.93446821323738,16.548511300172002,8.0,q90,0.9
96493fab2fbb13a14d0c0e8772eef5c3,0.85,21.961779739897196,13.889549189814815,0.08036648495802012,8.152597035040397,8.554429459830498,20.0,q90,0.9
966cb4760537b1404caedd472cc610a5,0.9347826086956522,20.101639798212762,10.459092441626408,0.4367145993444308,10.079261955930782,12.262834952652938,46.0,q90,0.9
9674754b5a0cb32b638cec001178f799,0.8888888888888888,15.731265259155789,9.122056755829904,0.8289006698918316,7.438109173217709,11.58261252267687,27.0,q90,0.9
96804ea39d96eb908e7c3afdb671bb9e,0.8,20.790433793860483,14.29899189814815,1.42400446714563,7.915446362857965,15.035468698586115,10.0,q90,0.9
968268a686aa05d1f529fb07dff08130,0.75,17.700398317713137,9.563045428240741,0.5467045036280123,8.684057393100407,11.41757991124047,8.0,q90,0.9
96f7c797de9ca20efbe14545bed63eec,1.0,23.80890072101411,1.946226851851852,0.0,21.862673869162258,21.862673869162258,1.0,q90,0.9
972d0f9cf61b499a4812cf0bfa3ad3c4,0.8461538461538461,25.75734163161392,18.731541800213673,1.3151639421871502,8.340963773587388,14.916783484523137,52.0,q90,0.9
973f21788dfab357250f69a8dcb7ddee,0.25,24.575936057739987,23.84153645833333,2.4011262741009736,3.1355258735076266,15.141157244012495,4.0,q90,0.9
974cf2cb8f4b7add98709c30df02fe10,0.9090909090909091,18.943350389813336,10.456559343434344,0.33655413841505144,8.823345184794045,10.506115876869304,22.0,q90,0.9
97512d3fc193b2d1dfcdba0f9d1f0f8a,0.8571428571428571,22.403558549902893,10.782878637566139,0.018662417043687794,11.639342329380442,11.732654414598882,7.0,q90,0.9
977f9f63dd360c2a32ece2f93ad6d306,1.0,24.15622028313611,14.78470117845118,0.0,9.371519104684934,9.371519104684934,11.0,q90,0.9
979e9f8b5b39dd243a2550c8b05aecf0,1.0,19.041204530328063,9.339444444444444,0.0,9.701760085883622,9.701760085883622,3.0,q90,0.9
